armiger,image_url,blazon,artist,date_granted
Valkeala,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Valkeala.vaakuna.svg/120px-Valkeala.vaakuna.svg.png,Mustassa kentässä tyvestä nouseva hopeinen kolmikielekkeinen liekki.,Olof Eriksson,30. toukokuuta 1952
Valtimo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Valtimo.vaakuna.svg/120px-Valtimo.vaakuna.svg.png,"Punaisessa kentässä hopeinen kultavaruksinen susi pystyssä, saatteena seitsemän kultarahaa järjestettyinä 2 + 2 + 2 + 1.",Olof Eriksson,23. helmikuuta 1952
Vammala,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Vammala.vaakuna.svg/120px-Vammala.vaakuna.svg.png,"Sinisessä kentässä kultainen kaateinen polviorsi, sen lappeiden välissä hirsittäinen, kaksikaarinen hopeasilta.",Gustaf von Numers,25. toukokuuta 1950
Vampula,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Vampula.vaakuna.svg/75px-Vampula.vaakuna.svg.png,"Sinisessä kentässä alaisesta, koverasta kärjestä nouseva apilaristi, saatteena neljä naulaa 2 + 2, kärjet vastakkain; kaikki kultaa.",Ahti Hammar,19. lokakuuta 1955
Vanaja,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Vanaja.vaakuna.svg/75px-Vanaja.vaakuna.svg.png,"Punaisessa kentässä hopeinen, sinivaruksinen ilveksen pää; korvatöyhdöt mustat.",Gustaf von Numers,26. marraskuuta 1957
Varpaisjärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Varpaisj%C3%A4rvi.vaakuna.svg/75px-Varpaisj%C3%A4rvi.vaakuna.svg.png,"Kilpi halkoinen ja havukorokatkoinen, kulta-musta.",Gustaf von Numers,26. kesäkuuta 1961
Vehkalahti,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Vehkalahti.vaakuna.svg/75px-Vehkalahti.vaakuna.svg.png,"Sinisessä kentässä kultainen suovehka, jonka hedelmäterttu punainen ja tämän suojus hopeinen.",Carolus Lindberg,21. huhtikuuta 1951
Vehmersalmi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Vehmersalmi.vaakuna.svg/120px-Vehmersalmi.vaakuna.svg.png,"Mustassa kentässä kolme airoa vieretysten, vastapalkeittain ja niiden päällikkeenä kolme airoa vieretysten, palkeittain; kaikki kultaa.",Gustaf von Numers,10. kesäkuuta 1964
Velkua,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Velkua.vaakuna.svg/120px-Velkua.vaakuna.svg.png,Punaisessa kentässä kultainen veneen peräsin varsineen.,Gustaf von Numers,19. maaliskuuta 1968
Vihanti,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Vihanti.vaakuna.svg/75px-Vihanti.vaakuna.svg.png,"Vihreässä kentässä viikatteen terä, saatteena sen kummallakin puolella kolme vesilehvää, kaikki hopeaa.",Olof Eriksson,20. joulukuuta 1951
Viiala,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Viiala.vaakuna.svg/75px-Viiala.vaakuna.svg.png,"Hopeakentässä punainen, kaateinen, nirhakoroinen polviorsi.",Ahti Hammar,5. syyskuuta 1955
Viljakkala,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Viljakkala.vaakuna.svg/120px-Viljakkala.vaakuna.svg.png,"Kultakentässä palkeittain asetettu puna-sinikatkoinen, loivasti kaksikaarteinen sarvi, jonka keski- ja päätehelat sekä vitjat ovat hopeaa; sarven alapuolella punainen kupari-kultamerkki.",Gustaf von Numers,3. huhtikuuta 1950
Vilppula,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Vilppula.vaakuna.svg/75px-Vilppula.vaakuna.svg.png,"Punaisessa kentässä alareunastaan kaareva hirsi, josta kasvaa kolme havunoksaa; kokonaan hopeaa.",Olof Eriksson,7. kesäkuuta 1957
Virtasalmi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Virtasalmi.vaakuna.svg/120px-Virtasalmi.vaakuna.svg.png,"Kultakentässä musta, reunoihin ulottuva, yläpuolelta sakarakoron rajoittama, kaksikaarinen silta.",Tapio Tikkanen,15. huhtikuuta 1955
Vuolijoki,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Vuolijoki.vaakuna.svg/75px-Vuolijoki.vaakuna.svg.png,"Sinisessä kentässä alainen, kaateinen polviorsi, jonka yläpuolella raudan merkki; molemmat hopeaa.",Kaj Kajander,7. heinäkuuta 1966
Vähäkyrö,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/V%C3%A4h%C3%A4kyr%C3%B6.vaakuna.svg/75px-V%C3%A4h%C3%A4kyr%C3%B6.vaakuna.svg.png,"Sinisessä kentässä kaksikorvainen hopeamalja, jossa kolme kultaista tähkää.",Ahti Hammar,11. helmikuuta 1954
Värtsilä,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Tohmaj%C3%A4rvi.vaakuna.svg/75px-Tohmaj%C3%A4rvi.vaakuna.svg.png,"Hopeakentässä musta alasin, josta nousee punainen lieska.",Olof Eriksson,1. lokakuuta 1958
Västanfjärd,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/V%C3%A4stanfj%C3%A4rd.vaakuna.svg/75px-V%C3%A4stanfj%C3%A4rd.vaakuna.svg.png,Punaisessa kentässä kaateinen polviorsi ja yläpuolella saatteena laivakello; molemmat kultaa.,Gustaf von Numers,18. joulukuuta 1962
Vöyri,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/V%C3%B6yri.vaakuna.svg/120px-V%C3%B6yri.vaakuna.svg.png,"Kultakentässä palkeittainen, musta karhunkäpälä, jonka kynnetkin mustat, saatteena molemmin puolin vihreä apilaristi.",Gustaf von Numers,28. joulukuuta 1955
Ylihärmä,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Ylih%C3%A4rm%C3%A4.vaakuna.svg/120px-Ylih%C3%A4rm%C3%A4.vaakuna.svg.png,Hopeakentässä lakio ja äessäleikkö; molemmat siniset.,Gustaf von Numers,19. syyskuuta 1963
Yli-Ii,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Yli-ii.vaakuna.svg/75px-Yli-ii.vaakuna.svg.png,"Sinisessä kentässä pystyasennossa kaksi kahtaalle suuntautuvaa yksipolvekkeista kultasalamaa, joiden kärjet muodostavat apilanlehden.",Kaj Kajander,21. heinäkuuta 1967
Ylikiiminki,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Ylikiiminki.vaakuna.svg/75px-Ylikiiminki.vaakuna.svg.png,Sinisessä kentässä kolme kultaista pajurekeä alakkain.,Oskari JauhiainenjaOlof Eriksson,3. toukokuuta 1957
Ylimarkku,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Ylimarkku.vaakuna.svg/75px-Ylimarkku.vaakuna.svg.png,Sinisessä kentässä aaltokoroinen palkki; saatteena kaksi paaluittaista lyhdettä; kaikki hopeaa.,G. Lindström,8. kesäkuuta 1968
Ylistaro,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Ylistaro.vaakuna.svg/120px-Ylistaro.vaakuna.svg.png,Vihreässä kentässä kaksihaarainen kultalyhde.,Ahti Hammar,17. lokakuuta 1961
Ylämaa,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Yl%C3%A4maa.vaakuna.svg/120px-Yl%C3%A4maa.vaakuna.svg.png,Vihreässä kentässä havukoroinen hopealakio.,Olof Eriksson,21. elokuuta 1964
Yläne,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Yl%C3%A4ne.vaakuna.svg/75px-Yl%C3%A4ne.vaakuna.svg.png,"Kilpi katkoinen, yläkenttä punainen ja alakenttä kultaa, josta kasvaa kolme kultaista kuusta; alakentässä punainen hirsi.",Gustaf von Numers,22. lokakuuta 1957
Äetsä,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/%C3%84ets%C3%A4.vaakuna.svg/75px-%C3%84ets%C3%A4.vaakuna.svg.png,"Sinisessä kentässä nahkatyömeisti, sen varren molemmilla puolilla saatteena kolmiapila; kaikki kultaa.",Kaj Kajander,1. tammikuuta 1981
Ähtävä,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/%C3%84ht%C3%A4v%C3%A4.vaakuna.svg/120px-%C3%84ht%C3%A4v%C3%A4.vaakuna.svg.png,"Kultakentässä aaltokoroinen, yläinen hirsi ja sen alapuolella neljä kissankelloa, joiden varret yhtyvät ristiksi; kaikki sinisiä.",Gustaf von Numers,10. huhtikuuta 1962
Äänekosken maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/%C3%84%C3%A4nekosken_mlk.vaakuna.svg/120px-%C3%84%C3%A4nekosken_mlk.vaakuna.svg.png,Hopeakentässä reunoihin ulottuva punainen jousikaarisilta.,Ahti Hammar,30. kesäkuuta 1958
Äänekoski,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/%C3%84%C3%A4nekoski.vaakuna.1954.svg/120px-%C3%84%C3%A4nekoski.vaakuna.1954.svg.png,"Mustassa kentässä aaltokoroinen hopeapalkki, jossa kolme hirsittäistä, punaista torvea hihnoineen.",Gustaf von Numers,14. lokakuuta 1954
Öja,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/%C3%96ja.vaakuna.svg/120px-%C3%96ja.vaakuna.svg.png,"Kultakentässä nouseva musta majakka, jonka lyhdyn ruudut hopeaa.",Gustaf von Numers,18. syyskuuta 1959
