armiger,image_url,blazon,artist,date_granted
Taivalkoski,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Taivalkoski.vaakuna.svg/75px-Taivalkoski.vaakuna.svg.png,"Punaisessa kentässä justeerisaha, tämän yläpuolella kuusikoroinen lakio; kaikki hopeaa.",Kaj Kajander,2. syyskuuta 1959
Taivassalo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Taivassalo_vaakuna.svg/120px-Taivassalo_vaakuna.svg.png,"Punaisessa kentässä kultainen yksimastoinen purjealus, jonka purjeessa punainen Mantovan risti.",Olof Eriksson,11. helmikuuta 1954
Tammela,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Tammela.vaakuna.svg/75px-Tammela.vaakuna.svg.png,"Punaisessa kentässä kolme tammenlehteä, joiden varret yhtyvät haaruristiksi, varsien yhtymäkohdasta versoaa kummallekin sivulle terho; kaikki hopeaa.",Gustaf von Numers,29. joulukuuta 1953
Tampere,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Tampere.vaakuna.svg/120px-Tampere.vaakuna.svg.png,"Punaisessa kentässä aaltokoroinen vastapalkki, jonka yläpuolella saatteena paaluttainen vasara ja alapuolella paaluttainen Merkuriuksen sauva; kaikki kultaa.",Olof Eriksson(vanhan vaakunan pohjalta),16. kesäkuuta 1960
Tervo,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Tervo.vaakuna.svg/75px-Tervo.vaakuna.svg.png,Sinisessä kentässä kultakyljet ja viisi kultaista irtoriukua asetettuina 2:1:2.,Gustaf von Numers,19. syyskuuta 1963
Tervola,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Tervola.vaakuna.svg/75px-Tervola.vaakuna.svg.png,"Punaisessa kentässä kokonaan hopeinen kävelevä kurki, nokassaan hirsittäinen kultasipuli.",Ahti Hammar,15. helmikuuta 1957
Teuva,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Teuva.vaakuna.svg/75px-Teuva.vaakuna.svg.png,Sinisessä kentässä kaksi hopeista varstaa ristikkäin.,Ahti Hammar,20. huhtikuuta 1953
Tohmajärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Tohmaj%C3%A4rvi.vaakuna.svg/75px-Tohmaj%C3%A4rvi.vaakuna.svg.png,"Hopeakentässä musta alasin, josta nousee punainen lieska.",Olof Eriksson,1. tammikuuta 2005
Toholampi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Toholampi.vaakuna.svg/75px-Toholampi.vaakuna.svg.png,"Hopeakentässä alainen, musta, yläpuoleltaan oksakoroinen polviorsi; kustakin sakarasta nousee punainen tulenlieska.",Gustaf von Numers,28. toukokuuta 1952
Toivakka,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Toivakka.vaakuna.svg/120px-Toivakka.vaakuna.svg.png,Vihreässä kentässä kylväjä hopeavaatteissa; kylvövakka hihnoineen ja virsut kultaa.,Gustaf von Numers,23. huhtikuuta 1957
Tornio,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Tornio.vaakuna.svg/75px-Tornio.vaakuna.svg.png,"Hopeakentässä punainen kirkontorni, jonka katto keski- ja kulmahuippuineen sekä ovi-, ikkuna- ja ampuma-aukot ovat siniset.",Olof Eriksson(piirtänyt uudelleen),12. kesäkuuta 1958
Turku,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Turku.vaakuna.svg/75px-Turku.vaakuna.svg.png,"Sinisessä kentässä kultainen goottilainen A-kirjain, jonka ympärillä neljä hopealiljaa 1 + 2 + 1.",Tauno Torppo (piirtänyt uudelleen),"sinettinä vuodesta 1309, ei vahvistettu"
Tuusniemi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Tuusniemi.vaakuna.svg/75px-Tuusniemi.vaakuna.svg.png,"Kultakentässä musta kaarityviö, jolla seisoo musta, punahelttainen teeri, tyviössä kolme kultakruunua.",Gustaf von Numers,13. tammikuuta 1959
Tuusula,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Tuusula.vaakuna.svg/75px-Tuusula.vaakuna.svg.png,"Puna-hopealohkoisen kilven yläkentässä hopeinen pistoolinlukko ja alakentässä vihreä laakerinoksa, jonka marjat punaiset.",Olof Eriksson,28. tammikuuta 1953
Tyrnävä,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Tyrn%C3%A4v%C3%A4.vaakuna.svg/120px-Tyrn%C3%A4v%C3%A4.vaakuna.svg.png,Sinisessä kentässä kolme hopeista punaovista latoa asetettuina 2 + 1.,Olof Eriksson,8. kesäkuuta 1956
Ulvila,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Ulvila.vaakuna.svg/75px-Ulvila.vaakuna.svg.png,"Vihreässä kentässä kultainen Pyhän Olavin kuva, käsissään sotakirves ja valtakunnanomena, istumassa hopeisella valtaistuimella.",Ahti Hammar,29. lokakuuta 1952
Urjala,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Urjala.vaakuna.svg/120px-Urjala.vaakuna.svg.png,"Punaisessa kentässä hopeinen apilaristi, jonka kustakin kulmasta lähtee kultainen liekki.",Toivo Vuorela,13. kesäkuuta 1955
Utajärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Utaj%C3%A4rvi.vaakuna.svg/75px-Utaj%C3%A4rvi.vaakuna.svg.png,"Vihreässä kentässä hopeinen aaltokoroinen vastapalkki, jossa musta tervavene.",Olof Eriksson,7. kesäkuuta 1955
Utsjoki,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Utsjoki.vaakuna.svg/75px-Utsjoki.vaakuna.svg.png,"Mustassa kentässä revontuli, jonka yläpuolella saatteena nelisakarainen tähti; molemmat hopeaa.",Gustaf von Numers,20. huhtikuuta 1953
Uurainen,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Uurainen.vaakuna.svg/75px-Uurainen.vaakuna.svg.png,"Vihreässä kentässä kultainen kaarikoroinen kärki, jossa vihreä suksisauvan sompa.",Tapio Vallioja,12. helmikuuta 1965
Uusikaarlepyy,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Uusikaarlepyy.vaakuna.svg/75px-Uusikaarlepyy.vaakuna.svg.png,"Sinisessä kilvessä pystyyn asetettu kultainen tervatynnyri, jonka kannesta ja molemmista sivuista kultaiset, punakielekkeiset tulenlieskat lähtevät.",Gunnar Clément(piirtänyt uudelleen),19. marraskuuta 1943
Uusikaupunki,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Uusikaupunki.vaakuna.svg/75px-Uusikaupunki.vaakuna.svg.png,Hopeakentässä pystyssä selätysten kaksi sinistä haukea.,Ahti Hammar(piirtänyt uudelleen),4. tammikuuta 1960
Vaala,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Vaala.vaakuna.svg/75px-Vaala.vaakuna.svg.png,"Punaisessa kentässä alainen, kaateinen polviorsi, josta nousee kolmisakarainen torni; molemmat hopeaa.",Kaj Kajander,11. tammikuuta 1966
Vaasa,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Vaasa.vaakuna2.svg/75px-Vaasa.vaakuna2.svg.png,"Punaisessa kentässä kultainen Vaasain tunnus, sen alapuolella kulta-valkoinen vapaudenristi kultaisine laakeriseppeleineen ja miekkoineen riippumassa kultaisessa, kahdella punaisella viivalla kirjatussa nauhassa, joka ympäröi kilven alaosaa.",Eric O. W. Ehrström(piirtänyt uudelleen),10. marraskuuta 1922
Valkeakoski,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Valkeakoski.vaakuna.svg/75px-Valkeakoski.vaakuna.svg.png,"Punaisessa kilvessä on vastaviistoon kulkeva hopeinen virta, jonka yläkentässä on kultainen kuusi ja alakentässä kultainen hammasratas.",A. W. Rancken,23. huhtikuuta 1948
Vantaa,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Vantaa.vaakuna.svg/120px-Vantaa.vaakuna.svg.png,"Sinisessä kentässä alainen, aaltokoroinen hopeahirsi, josta nousee oikealle kaartuva kultainen kalanpyrstö.",Kullervo Telamaa,8. toukokuuta 1951
Varkaus,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Varkaus.vaakuna.svg/120px-Varkaus.vaakuna.svg.png,Mustassa kentässä esiintyöntyvä koukistettu käsivarsi pidellen hirsittäistä ankkuria; kaikki kultaa.,Olof Eriksson,3. huhtikuuta 1954
Vehmaa,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Vehmaa.vaakuna.svg/120px-Vehmaa.vaakuna.svg.png,"Kultakentässä punainen, ristisauvaa ja kirjaa pitelevä ja vihreää lohikäärmettä polkeva Pyhä Margareeta, jonka kasvot ja kädet luonnonväriä.",Ahti Hammar,19. helmikuuta 1958
Vesanto,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Vesanto.vaakuna.svg/75px-Vesanto.vaakuna.svg.png,Mustassa kentässä kultaiset viitosjänteet.,Gustaf von Numers,3. tammikuuta 1968
Vesilahti,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Vesilahti.vaakuna.svg/75px-Vesilahti.vaakuna.svg.png,"Hopea-punahalkoisen kilven oikeassa kentässä punainen avain, sen vasemmassa kentässä hopeinen kultavaruksinen kurki, jonka päälaki on punainen ja pyrstön sulat mustapäiset.",Gustaf von Numers,29. maaliskuuta 1951
Veteli,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Veteli.vaakuna.svg/75px-Veteli.vaakuna.svg.png,"Hopeakentässä sininen paalu, jossa seitsenkielinen kultakantele; kielet punaiset.",Gustaf von Numers,21. huhtikuuta 1952
Vieremä,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Vierem%C3%A4.vaakuna.svg/75px-Vierem%C3%A4.vaakuna.svg.png,"Mustassa kentässä kaateinen polviorsi, jossa kasvaa havun oksa; molemmat kultaisia.",Aake Kaarnama,17. huhtikuuta 1964
Vihti,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Vihti.vaakuna.svg/75px-Vihti.vaakuna.svg.png,"Kultakentässä aaltokoroinen, kaateinen polviorsi, jonka yläpuolelle saatteena vesipyörä, molemmat siniset.",Gustaf von Numers,12. kesäkuuta 1953
Viitasaari,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Viitasaari.vaakuna.svg/120px-Viitasaari.vaakuna.svg.png,Punaisessa kentässä seitsemän kokonaan hopeista uivaa muikkua asetettuina 1 + 2 + 1 + 2 + 1.,Olof Eriksson,5. elokuuta 1952
Vimpeli,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Vimpeli.vaakuna.svg/120px-Vimpeli.vaakuna.svg.png,"Sinisessä kentässä kaksi hopeista suksea selätysten kaateisen polviorren tapaan asetettuna, saatteena niiden välissä kultainen liekki.",Olof Eriksson,22. marraskuuta 1960
Virolahti,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Virolahti.vaakuna.svg/120px-Virolahti.vaakuna.svg.png,Kulta-apilakylvöisessä punaisessa kentässä paaluittainen hopea-ankkuri.,Olof Eriksson,11. heinäkuuta 1951
Virrat,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Virrat.vaakuna.svg/75px-Virrat.vaakuna.svg.png,"Sinisessä kentässä aaltokoroiset kolmoisjänteet, saatteena kummallakin puolella palkeittainen karhukeihäänkärki; kaikki hopeaa.",Olof Eriksson,15. helmikuuta 1954
Vårdö,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/V%C3%A5rd%C3%B6.vaakuna.svg/75px-V%C3%A5rd%C3%B6.vaakuna.svg.png,"Sinisessä kentässä hopeinen kartio, jossa kulta-punainen liekki.",Matts Dreijer,20. helmikuuta 1952
Vöyri,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/V%C3%B6yri-Maksamaa.vaakuna.svg/75px-V%C3%B6yri-Maksamaa.vaakuna.svg.png,Sinisessä kentässä vedenhaltia pitäen oikeassa kädessään kalaa ja vasemmassa apilanlehteä; kaikki hopeaa.,Gustaf von Numers,1. tammikuuta 2011
Ylitornio,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Ylitornio.vaakuna.svg/120px-Ylitornio.vaakuna.svg.png,"Hopeakentässä kolmoisvuoren yläpuolella aurinko, kumpikin punainen.",Jaakko Hänninen,5. huhtikuuta 1954
Ylivieska,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Ylivieska.vaakuna.svg/120px-Ylivieska.vaakuna.svg.png,"Hopeakentässä sininen, apilapäinen haaruristi.",Ahti Hammar,20. kesäkuuta 1955
Ylöjärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Yl%C3%B6j%C3%A4rvi.vaakuna.svg/75px-Yl%C3%B6j%C3%A4rvi.vaakuna.svg.png,"Punaisessa kentässä haaruristi, jonka yläkulmassa saatteena risti; molemmat kultaa.",Gustaf von Numers,12. toukokuuta 1954
Ypäjä,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Yp%C3%A4j%C3%A4.vaakuna.svg/75px-Yp%C3%A4j%C3%A4.vaakuna.svg.png,"Halkoisen kilven oikeassa sinisessä kentässä hopeinen maalaiskirkon kellotapuli, vasemmassa hopeisessa kentässä punainen tähkä.",Aukusti Tuhka,27. joulukuuta 1949
Ähtäri,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/%C3%84ht%C3%A4ri.vaakuna.svg/75px-%C3%84ht%C3%A4ri.vaakuna.svg.png,Sinisessä kentässä kaksi nuolta ristikkäin ja päällikkeenä paaluittain kolmas nuoli; kaikki hopeaa; saatteena kummassakin sivukulmassa kultainen viisilehtinen kukka.,Ahti Hammar,25. lokakuuta 1951
Äänekoski,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/%C3%84%C3%A4nekoski.vaakuna.svg/120px-%C3%84%C3%A4nekoski.vaakuna.svg.png,"Sinisessä kentässä kolme lentävää hopeakurkea, keskenään järjestettyinä oikealle suunnatun kärjen tapaan.",Olof Eriksson,1. tammikuuta 2007
